Year,Month,Temperature,Anomaly
1972,8,20.821,1.028
1972,9,15.832,-0.338
1972,10,11.111,1.538
1972,11,1.995,-0.230
1972,12,-1.579,2.329
1973,1,-5.500,2.316
1973,2,-6.143,1.373
1973,3,-4.503,-1.899
1973,4,5.187,0.518
1973,5,9.885,-0.723
1973,6,12.508,-1.734
1973,7,16.789,-1.619
1973,8,20.850,1.057
1973,9,16.308,0.138
1973,10,9.710,0.136
1973,11,2.637,0.412
1973,12,-2.900,1.008
1974,1,-5.039,2.777
1974,2,-6.943,0.573
1974,3,-3.653,-1.049
1974,4,3.895,-0.773
1974,5,8.994,-1.614
1974,6,12.320,-1.922
1974,7,17.065,-1.343
1974,8,19.266,-0.526
1974,9,15.935,-0.235
1974,10,9.423,-0.151
1974,11,1.352,-0.873
1974,12,-6.435,-2.527
1975,1,-6.473,1.343
1975,2,-8.373,-0.857
1975,3,-3.840,-1.237
1975,4,4.108,-0.560
1975,5,7.963,-2.645
1975,6,13.243,-0.999
1975,7,16.994,-1.414
1975,8,20.984,1.191
1975,9,17.178,1.008
1975,10,9.515,-0.059
1975,11,3.572,1.347
1975,12,-4.424,-0.516
1976,1,-6.205,1.611
1976,2,-4.697,2.820
1976,3,-2.332,0.271
1976,4,4.080,-0.588
1976,5,10.969,0.361
1976,6,12.543,-1.699
1976,7,18.352,-0.056
1976,8,17.558,-2.235
1976,9,14.833,-1.337
1976,10,9.673,0.099
1976,11,1.933,-0.292
1976,12,-3.458,0.450
1977,1,-10.342,-2.526
1977,2,-11.495,-3.979
1977,3,-2.613,-0.009
1977,4,3.473,-1.195
1977,5,8.352,-2.256
1977,6,13.175,-1.067
1977,7,19.306,0.899
1977,8,17.921,-1.872
1977,9,16.410,0.240
1977,10,10.755,1.181
1977,11,4.103,1.878
1977,12,-2.477,1.431
1978,1,-7.755,0.061
1978,2,-12.659,-5.143
1978,3,-3.498,-0.895
1978,4,4.192,-0.477
1978,5,10.079,-0.529
1978,6,15.157,0.915
1978,7,22.060,3.652
1978,8,21.782,1.990
1978,9,15.887,-0.283
1978,10,9.137,-0.436
1978,11,2.697,0.472
1978,12,-2.677,1.231
1979,1,-7.474,0.341
1979,2,-4.754,2.763
1979,3,-3.898,-1.295
1979,4,1.598,-3.070
1979,5,7.350,-3.258
1979,6,14.438,0.196
1979,7,15.387,-3.021
1979,8,20.948,1.156
1979,9,15.962,-0.208
1979,10,11.495,1.922
1979,11,3.380,1.155
1979,12,-0.663,3.245
1980,1,-6.002,1.814
1980,2,-9.253,-1.737
1980,3,-2.623,-0.019
1980,4,1.803,-2.865
1980,5,9.560,-1.048
1980,6,14.453,0.211
1980,7,15.992,-2.416
1980,8,15.529,-4.264
1980,9,15.985,-0.185
1980,10,10.010,0.436
1980,11,3.922,1.697
1980,12,-0.885,3.023
1981,1,-7.108,0.708
1981,2,-8.539,-1.023
1981,3,-4.511,-1.908
1981,4,4.233,-0.435
1981,5,7.495,-3.113
1981,6,12.057,-2.185
1981,7,17.805,-0.603
1981,8,19.485,-0.307
1981,9,15.378,-0.792
1981,10,10.052,0.478
1981,11,0.788,-1.437
1981,12,-1.819,2.089
1982,1,-6.632,1.183
1982,2,-8.345,-0.829
1982,3,-1.665,0.939
1982,4,3.487,-1.182
1982,5,9.790,-0.818
1982,6,12.985,-1.257
1982,7,17.411,-0.996
1982,8,20.303,0.511
1982,9,16.950,0.780
1982,10,11.439,1.865
1982,11,3.848,1.623
1982,12,-1.823,2.086
1983,1,-5.589,2.227
1983,2,-7.979,-0.462
1983,3,-3.821,-1.217
1983,4,7.690,3.022
1983,5,9.795,-0.813
1983,6,8.652,-5.590
1983,7,14.121,-4.287
1983,8,19.550,-0.243
1983,9,15.095,-1.075
1983,10,8.369,-1.204
1983,11,3.483,1.258
1983,12,-2.937,0.971
1984,1,-6.019,1.796
1984,2,-9.067,-1.551
1984,3,-4.769,-2.166
1984,4,2.613,-2.055
1984,5,8.192,-2.416
1984,6,16.690,2.448
1984,7,19.632,1.225
1984,8,20.777,0.985
1984,9,16.313,0.143
1984,10,9.098,-0.475
1984,11,2.253,0.028
1984,12,-3.816,0.092
1985,1,-9.902,-2.086
1985,2,-5.861,1.655
1985,3,-2.229,0.375
1985,4,5.497,0.828
1985,5,9.937,-0.671
1985,6,12.617,-1.625
1985,7,16.890,-1.517
1985,8,21.919,2.127
1985,9,14.935,-1.235
1985,10,9.877,0.304
1985,11,3.307,1.082
1985,12,-5.095,-1.187
1986,1,-8.448,-0.633
1986,2,-8.891,-1.375
1986,3,-4.273,-1.669
1986,4,5.148,0.480
1986,5,9.700,-0.908
1986,6,10.768,-3.474
1986,7,15.553,-2.854
1986,8,20.318,0.525
1986,9,16.815,0.645
1986,10,8.229,-1.345
1986,11,2.402,0.177
1986,12,-3.298,0.610
1987,1,-8.160,-0.344
1987,2,-7.689,-0.173
1987,3,-1.653,0.951
1987,4,4.922,0.253
1987,5,11.232,0.624
1987,6,13.402,-0.840
1987,7,17.718,-0.690
1987,8,18.023,-1.770
1987,9,16.580,0.410
1987,10,11.219,1.646
1987,11,2.662,0.437
1987,12,-3.700,0.208
1988,1,-6.192,1.624
1988,2,-8.505,-0.989
1988,3,-3.313,-0.709
1988,4,4.707,0.038
1988,5,8.863,-1.745
1988,6,13.838,-0.404
1988,7,14.632,-3.775
1988,8,20.276,0.483
1988,9,15.815,-0.355
1988,10,10.050,0.476
1988,11,1.857,-0.368
1988,12,-1.715,2.194
1989,1,-4.092,3.724
1989,2,-4.277,3.239
1989,3,-0.266,2.338
1989,4,3.550,-1.118
1989,5,9.544,-1.064
1989,6,11.292,-2.950
1989,7,19.279,0.871
1989,8,21.316,1.524
1989,9,16.853,0.683
1989,10,10.842,1.268
1989,11,4.810,2.585
1989,12,-1.898,2.010
1990,1,-7.000,0.816
1990,2,-3.100,4.416
1990,3,-0.200,2.404
1990,4,5.400,0.732
1990,5,10.000,-0.608
1990,6,13.600,-0.642
1990,7,18.700,0.292
1990,8,20.200,0.407
1990,9,16.900,0.730
1990,10,12.300,2.726
1990,11,6.500,4.275
1990,12,1.300,5.208
1991,1,-2.500,5.316
1991,2,-4.700,2.816
1991,3,-1.700,0.904
1991,4,5.800,1.132
1991,5,10.900,0.292
1991,6,15.200,0.958
1991,7,16.100,-2.308
1991,8,18.600,-1.193
1991,9,16.100,-0.070
1991,10,11.400,1.826
1991,11,3.800,1.575
1991,12,-2.400,1.508
1992,1,-4.900,2.916
1992,2,-4.500,3.016
1992,3,-1.400,1.204
1992,4,4.300,-0.368
1992,5,8.700,-1.908
1992,6,12.300,-1.942
1992,7,17.600,-0.808
1992,8,18.300,-1.493
1992,9,13.800,-2.370
1992,10,9.900,0.326
1992,11,3.600,1.375
1992,12,-1.800,2.108
1993,1,-3.700,4.116
1993,2,-4.600,2.916
1993,3,-1.800,0.804
1993,4,2.200,-2.468
1993,5,7.600,-3.008
1993,6,10.500,-3.742
1993,7,15.700,-2.708
1993,8,17.600,-2.193
1993,9,15.700,-0.470
1993,10,10.200,0.626
1993,11,3.500,1.275
1993,12,-1.600,2.308
1994,1,-6.700,1.116
1994,2,-4.000,3.516
1994,3,-2.300,0.304
1994,4,3.900,-0.768
1994,5,11.600,0.992
1994,6,12.800,-1.442
1994,7,18.500,0.092
1994,8,22.000,2.207
1994,9,17.500,1.330
1994,10,10.800,1.226
1994,11,4.100,1.875
1994,12,-3.300,0.608
1995,1,-4.900,2.916
1995,2,-5.200,2.316
1995,3,-2.100,0.504
1995,4,4.400,-0.268
1995,5,11.500,0.892
1995,6,12.100,-2.142
1995,7,18.300,-0.108
1995,8,18.700,-1.093
1995,9,16.000,-0.170
1995,10,11.700,2.126
1995,11,5.000,2.775
1995,12,-1.700,2.208
1996,1,-5.200,2.616
1996,2,-5.500,2.016
1996,3,-2.000,0.604
1996,4,2.800,-1.868
1996,5,6.400,-4.208
1996,6,12.300,-1.942
1996,7,16.200,-2.208
1996,8,18.300,-1.493
1996,9,15.800,-0.370
1996,10,10.200,0.626
1996,11,2.700,0.475
1996,12,-2.300,1.608
1997,1,-4.200,3.616
1997,2,-5.100,2.416
1997,3,-1.900,0.704
1997,4,4.500,-0.168
1997,5,7.900,-2.708
1997,6,11.900,-2.342
1997,7,18.900,0.492
1997,8,17.000,-2.793
1997,9,15.700,-0.470
1997,10,10.300,0.726
1997,11,5.700,3.475
1997,12,-1.000,2.908
1998,1,-7.000,0.816
1998,2,-7.000,0.516
1998,3,-0.700,1.904
1998,4,6.700,2.032
1998,5,11.000,0.392
1998,6,12.300,-1.942
1998,7,15.500,-2.908
1998,8,18.400,-1.393
1998,9,16.800,0.630
1998,10,11.900,2.326
1998,11,2.800,0.575
1998,12,-3.100,0.808
1999,1,-4.600,3.216
1999,2,-6.300,1.216
1999,3,-3.100,-0.496
1999,4,3.800,-0.868
1999,5,9.400,-1.208
1999,6,15.600,1.358
1999,7,17.700,-0.708
1999,8,22.500,2.707
1999,9,18.400,2.230
1999,10,11.200,1.626
1999,11,4.300,2.075
1999,12,-3.100,0.808
2000,1,-4.800,3.016
2000,2,-8.200,-0.684
2000,3,-3.000,-0.396
2000,4,3.000,-1.668
2000,5,10.000,-0.608
2000,6,13.700,-0.542
2000,7,19.600,1.192
2000,8,21.100,1.307
2000,9,16.900,0.730
2000,10,10.500,0.926
2000,11,2.000,-0.225
2000,12,-4.400,-0.492
2001,1,-7.400,0.416
2001,2,-9.000,-1.484
2001,3,-3.000,-0.396
2001,4,6.200,1.532
2001,5,9.900,-0.708
2001,6,13.800,-0.442
2001,7,17.300,-1.108
2001,8,18.000,-1.793
2001,9,14.900,-1.270
2001,10,9.800,0.226
2001,11,3.900,1.675
2001,12,-4.700,-0.792
2002,1,-4.400,3.416
2002,2,-2.600,4.916
2002,3,-0.300,2.304
2002,4,6.900,2.232
2002,5,10.400,-0.208
2002,6,12.200,-2.042
2002,7,16.600,-1.808
2002,8,16.800,-2.993
2002,9,16.200,0.030
2002,10,10.700,1.126
2002,11,2.700,0.475
2002,12,-5.000,-1.092
2003,1,-6.100,1.716
2003,2,-7.900,-0.384
2003,3,-2.500,0.104
2003,4,5.100,0.432
2003,5,10.500,-0.108
2003,6,14.200,-0.042
2003,7,14.100,-4.308
2003,8,18.500,-1.293
2003,9,15.900,-0.270
2003,10,11.000,1.426
2003,11,4.800,2.575
2003,12,-1.900,2.008
2004,1,-4.100,3.716
2004,2,-4.100,3.416
2004,3,-1.100,1.504
2004,4,3.800,-0.868
2004,5,11.700,1.092
2004,6,16.500,2.258
2004,7,18.200,-0.208
2004,8,20.100,0.307
2004,9,17.400,1.230
2004,10,11.300,1.726
2004,11,5.400,3.175
2004,12,-2.400,1.508
2005,1,-5.200,2.616
2005,2,-6.500,1.016
2005,3,-1.800,0.804
2005,4,3.500,-1.168
2005,5,7.500,-3.108
2005,6,15.000,0.758
2005,7,16.800,-1.608
2005,8,21.200,1.407
2005,9,17.600,1.430
2005,10,12.500,2.926
2005,11,4.900,2.675
2005,12,-2.600,1.308
2006,1,-6.000,1.816
2006,2,-4.800,2.716
2006,3,-0.500,2.104
2006,4,2.000,-2.668
2006,5,10.700,0.092
2006,6,12.300,-1.942
2006,7,18.100,-0.308
2006,8,22.200,2.407
2006,9,17.100,0.930
2006,10,10.100,0.526
2006,11,5.300,3.075
2006,12,-2.100,1.808
2007,1,-4.600,3.216
2007,2,-4.000,3.516
2007,3,-1.200,1.404
2007,4,3.400,-1.268
2007,5,8.000,-2.608
2007,6,14.800,0.558
2007,7,16.400,-2.008
2007,8,21.300,1.507
2007,9,16.900,0.730
2007,10,10.600,1.026
2007,11,3.400,1.175
2007,12,-2.300,1.608
2008,1,-6.800,1.016
2008,2,-6.200,1.316
2008,3,-0.500,2.104
2008,4,5.000,0.332
2008,5,9.000,-1.608
2008,6,12.300,-1.942
2008,7,18.200,-0.208
2008,8,18.600,-1.193
2008,9,17.500,1.330
2008,10,11.800,2.226
2008,11,3.700,1.475
2008,12,-0.300,3.608
2009,1,-2.800,5.016
2009,2,-4.800,2.716
2009,3,0.200,2.804
2009,4,4.800,0.132
2009,5,11.300,0.692
2009,6,13.900,-0.342
2009,7,15.200,-3.208
2009,8,18.500,-1.293
2009,9,16.300,0.130
2009,10,11.000,1.426
2009,11,3.600,1.375
2009,12,-2.200,1.708
2010,1,-3.900,3.916
2010,2,-5.200,2.316
2010,3,-1.600,1.004
2010,4,3.700,-0.968
2010,5,8.200,-2.408
2010,6,16.400,2.158
2010,7,18.400,-0.008
2010,8,22.600,2.807
2010,9,17.800,1.630
2010,10,11.100,1.526
2010,11,4.800,2.575
2010,12,-0.200,3.708
2011,1,-6.300,1.516
2011,2,-3.800,3.716
2011,3,-1.300,1.304
2011,4,5.200,0.532
2011,5,7.100,-3.508
2011,6,14.000,-0.242
2011,7,18.100,-0.308
2011,8,21.000,1.207
2011,9,18.400,2.230
2011,10,11.200,1.626
2011,11,4.800,2.575
2011,12,-3.000,0.908
2012,1,-6.200,1.616
2012,2,-7.400,0.116
2012,3,-2.300,0.304
2012,4,5.100,0.432
2012,5,9.000,-1.608
2012,6,12.300,-1.942
2012,7,17.400,-1.008
2012,8,20.400,0.607
2012,9,19.800,3.630
2012,10,11.600,2.026
2012,11,4.600,2.375
2012,12,-3.300,0.608
2013,1,-7.200,0.616
2013,2,-6.100,1.416
2013,3,-1.600,1.004
2013,4,4.400,-0.268
2013,5,7.100,-3.508
2013,6,13.600,-0.642
2013,7,19.700,1.292
2013,8,20.200,0.407
2013,9,17.100,0.930
2013,10,11.400,1.826
2013,11,7.213,4.987
